ClientCompany,Division,Region,ServiceType,ServiceCost,CustomerName,CustomerContact,CustomerAddress,DateInterviewed,InvoiceDate,WorkOrderCloseDate,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,AverageScore,NPS_Label,WasQueueLong,WasStaffPolite,UsedMobileBanking,IssueResolved,WaitTimeCategory
Haynes-Larson,Regional Branch,Texas,Account Opening,3894.91,Lisa Jones,(339)362-7188,"12941 Osborne Isle Suite 044, West Hailey, PW 28527",2024-04-25,2024-04-25,2024-07-22,4,6,4,7,7,8,6.0,Detractor,False,True,True,True,short
Greene-Davis,Regional Branch,Texas,Branch Services,3061.88,Jennifer Bennett,+1-920-467-7708x170,"5137 Robinson Alley, South Jason, UT 41012",2024-04-21,2024-04-21,2024-09-03,6,7,5,10,7,7,7.0,Passive,True,True,True,True,long
Walsh-Davis,Regional Branch,Florida,Branch Services,4588.94,Jennifer Estrada,001-980-230-3233x5436,"658 Lynch Freeway Apt. 841, North Julie, FM 72722",2024-06-12,2024-06-12,2024-09-06,5,5,5,7,8,9,6.5,Detractor,False,False,False,True,short
Trujillo-Flores,Headquarters,Florida,Investment Services,5572.0,Ashley Thompson,+1-680-205-7275x005,"Unit 4435 Box 3221, DPO AA 56303",2024-05-23,2024-05-23,2024-08-03,3,9,6,6,6,6,6.0,Detractor,False,True,True,False,long
Small-Smith,Regional Branch,New York,Account Opening,4684.52,Carlos Holloway,696.254.1563x7511,"1613 Fry Lakes Suite 734, Ramseyburgh, MP 42948",2024-06-16,2024-06-16,2024-07-16,9,8,10,4,5,3,6.5,Detractor,False,True,True,True,short
Brown-Green,Online Division,California,Online Banking,2300.59,Amanda Roberts,(359)543-9750,"488 Singleton Forge Apt. 309, Jessicafurt, AS 32516",2024-01-12,2024-01-12,2024-05-30,8,8,8,5,9,8,7.666666666666667,Passive,False,True,True,True,short
"Trevino, Miller and Hooper",Headquarters,Texas,Investment Services,3733.05,Kelly Meza,217-456-1049x306,"4963 Sharp Shore, Garretthaven, GU 32189",2024-02-01,2024-02-01,2024-12-11,4,8,5,7,9,8,6.833333333333333,Detractor,False,True,True,True,medium
"Larson, Mullins and Lucas",Headquarters,Georgia,Branch Services,2148.46,Holly Rodriguez,001-455-507-6989,"091 Lauren Pine, Oliviafurt, WY 25331",2024-04-28,2024-04-28,2024-12-25,8,4,10,7,10,6,7.5,Passive,True,False,False,True,long
Moore-Stewart,Regional Branch,Texas,Investment Services,2476.42,Kimberly Perry,001-664-855-5190x853,"0398 Bobby Stravenue Apt. 522, New Heidi, NH 20460",2024-07-21,2024-07-21,2024-09-11,6,9,6,9,7,4,6.833333333333333,Detractor,False,True,True,True,short
"Key, Garrison and Martinez",Online Division,Pennsylvania,Branch Services,2429.69,Andrew Beck,817-276-6587x27702,"66851 Farmer Landing Apt. 634, Bakerbury, CA 59212",2024-08-02,2024-08-02,2024-10-18,5,8,5,9,7,7,6.833333333333333,Detractor,True,True,False,True,medium
Carson and Sons,Online Division,Florida,Account Opening,3655.89,Kevin Cox,833-519-9529,"853 Mitchell Parkway Suite 248, South Russellbury, NC 02227",2024-09-04,2024-09-04,2024-11-02,9,7,6,4,6,6,6.333333333333333,Detractor,False,True,True,True,long
Brewer Ltd,Regional Branch,New York,Account Opening,3107.06,Eric Roach,679-867-1070x193,"9944 Jessica Ridges Apt. 349, Millerstad, MA 74032",2024-01-29,2024-01-29,2024-07-22,7,9,6,7,10,8,7.833333333333333,Passive,False,True,True,True,short
"Lane, Sanchez and Flores",Online Division,California,Branch Services,2939.96,Sharon Crosby,+1-635-884-0589,"02151 Collin Bridge, North Veronicashire, NV 80988",2024-04-01,2024-04-01,2024-05-08,6,6,6,6,9,7,6.666666666666667,Detractor,True,True,False,True,short
Costa-Long,Regional Branch,Florida,Loan Services,1650.23,Cassandra Moore,001-444-739-2048x0042,"0816 Zachary Neck Apt. 249, New Catherine, MO 80764",2024-08-14,2024-08-14,2024-10-11,10,8,5,7,8,10,8.0,Passive,False,True,False,True,short
Mason Ltd,Headquarters,California,Investment Services,1891.89,Debbie Hayes,588.907.9151x57939,"USNV Lee, FPO AP 30879",2024-02-03,2024-02-03,2024-04-21,9,10,6,7,5,7,7.333333333333333,Passive,False,True,True,True,medium
Wilson PLC,Online Division,Illinois,Online Banking,2963.41,Megan Sanchez,4743903827,"5805 Sue Flat, New James, WY 16757",2024-02-20,2024-02-20,2024-02-28,9,10,6,4,7,8,7.333333333333333,Passive,False,True,True,True,long
"Morrow, Christian and West",Headquarters,California,Online Banking,3249.42,Joanne Thomas,335-417-1181x6656,"92320 Elizabeth Parkways, North Jacob, CT 44331",2024-07-20,2024-07-20,2024-12-19,7,8,10,8,7,6,7.666666666666667,Passive,True,True,True,True,short
Fischer-Martin,Online Division,Texas,Online Banking,2830.15,Amy Bush,001-722-448-6128x229,"12453 Cody Parkway, Lake Isabellastad, UT 23064",2024-01-15,2024-01-15,2024-08-09,10,7,7,7,10,10,8.5,Passive,True,False,True,True,long
Hill-Riley,Online Division,Texas,Online Banking,3450.61,Robert Reed,001-659-802-4342x194,"52983 Brown Greens Suite 774, West Maria, IA 38723",2024-02-15,2024-02-15,2024-11-21,8,8,3,9,8,8,7.333333333333333,Passive,False,True,True,True,short
Flores LLC,Headquarters,Pennsylvania,Online Banking,2288.54,Victoria Duran,(922)650-4461x019,"040 Wright Underpass, New Mindyfurt, CO 55755",2024-09-18,2024-09-18,2024-12-29,7,7,10,7,10,8,8.166666666666666,Passive,False,True,False,True,medium
Moore Ltd,Online Division,Georgia,Online Banking,1724.32,James Frye,+1-299-205-3924x677,"962 Brown Valley, Evansland, PA 22912",2024-03-04,2024-03-04,2024-08-28,7,6,3,10,9,9,7.333333333333333,Passive,False,True,False,True,short
Hester LLC,Regional Branch,Pennsylvania,Investment Services,3165.4,Andrew Cross,543.770.6369x90024,"547 Lisa Row, Port Sarah, MT 92369",2024-12-10,2024-12-10,2024-12-13,5,7,9,5,2,7,5.833333333333333,Detractor,True,True,False,True,short
Hart PLC,Headquarters,Illinois,Loan Services,2858.24,Joshua Jones,4436184601,"7712 James Cove Suite 579, Angelicachester, MA 61967",2024-05-17,2024-05-17,2024-11-07,8,9,9,8,10,4,8.0,Passive,True,False,True,True,short
Hernandez-Rowe,Regional Branch,Texas,Online Banking,3504.58,John Conrad,997.970.7800x55326,"31571 Amy Falls, Bethchester, DC 19161",2024-02-25,2024-02-25,2024-10-28,9,5,4,6,6,9,6.5,Detractor,False,True,True,True,short
"Reese, Anthony and Parks",Regional Branch,Pennsylvania,Loan Services,2385.46,Nicole Holland,261-522-6715,"PSC 7920, Box 3977, APO AP 19277",2024-03-22,2024-03-22,2024-04-27,6,6,10,8,7,7,7.333333333333333,Passive,False,True,True,True,short
Pham Group,Headquarters,Ohio,Online Banking,4292.06,Linda Miller,+1-529-228-6415x09807,"USNS Wade, FPO AA 84375",2024-11-26,2024-11-26,2024-12-23,6,10,8,7,10,5,7.666666666666667,Passive,True,False,False,True,long
Phillips PLC,Online Division,Pennsylvania,Investment Services,2646.31,Mary Delgado,(294)353-8538,"Unit 9586 Box 4327, DPO AA 08230",2024-09-14,2024-09-14,2024-12-23,5,9,10,10,10,7,8.5,Passive,False,False,True,True,medium
"Jarvis, Williams and Hawkins",Regional Branch,Pennsylvania,Account Opening,2634.76,Jacob Estes,(531)848-3943,"77996 Curtis Course, East Richardtown, OH 60494",2024-01-09,2024-01-09,2024-08-01,4,10,8,7,10,6,7.5,Passive,False,False,True,True,short
Baker and Sons,Headquarters,Ohio,Branch Services,3406.62,Joel Wright,841-575-6288x6543,"28871 Spencer Court Suite 090, New Lisa, OH 25916",2024-02-28,2024-02-28,2024-04-15,7,9,7,5,8,10,7.666666666666667,Passive,True,True,True,True,medium
Stevenson PLC,Headquarters,Florida,Investment Services,2970.78,Robert Morris,(348)482-7632x27333,"55190 Cody Spurs Apt. 911, Feliciaview, WV 18003",2024-05-29,2024-05-29,2024-07-17,9,5,7,6,9,8,7.333333333333333,Passive,True,True,False,True,long
"Weiss, Brown and Davis",Online Division,Ohio,Loan Services,3690.07,Laura Moran,501.270.3564,"96858 Ronald Divide Apt. 532, New Jesus, GU 93100",2024-10-29,2024-10-29,2024-12-16,10,9,8,6,7,6,7.666666666666667,Passive,False,True,True,False,short
Ward-Wood,Headquarters,Ohio,Investment Services,2655.94,Keith Armstrong,(623)206-1151x39348,"181 Ashley Trafficway, Tranville, MN 18328",2024-08-28,2024-08-28,2024-12-15,7,6,4,6,8,5,6.0,Detractor,False,True,False,True,short
"Ward, Diaz and Rose",Regional Branch,California,Loan Services,3015.68,Kathleen Hickman,001-698-442-3099x085,"Unit 0189 Box 0046, DPO AE 88191",2024-12-03,2024-12-03,2024-12-04,10,10,10,8,10,6,9.0,Promoter,False,True,False,True,short
Turner LLC,Online Division,Ohio,Online Banking,2355.66,Brian Herring,502.379.9608,"55868 David Bypass Suite 636, Starkberg, FM 49623",2024-05-20,2024-05-20,2024-07-21,2,10,10,6,7,6,6.833333333333333,Detractor,True,False,True,True,short
"Nelson, Oconnor and Stephens",Online Division,Pennsylvania,Account Opening,3382.65,Pedro Diaz,(384)420-6358,"3835 Richardson Mission, Robinsonfurt, AR 36614",2024-02-02,2024-02-02,2024-10-15,10,4,8,7,8,8,7.5,Passive,False,True,False,True,short
Webb Ltd,Headquarters,Georgia,Branch Services,2811.8,Kim Robinson,001-693-863-0806x45412,"110 Melissa Village, New Rebeccachester, AR 39685",2024-02-06,2024-02-06,2024-04-02,7,7,9,8,8,5,7.333333333333333,Passive,True,True,False,True,short
Johnston-Buck,Regional Branch,Illinois,Online Banking,2621.42,Julie Craig,(744)993-5892,"01176 Ortiz Drive Apt. 858, North Michelle, MH 21794",2024-08-08,2024-08-08,2024-09-08,9,8,9,10,10,8,9.0,Promoter,False,True,True,True,short
Baker Ltd,Online Division,Georgia,Account Opening,2489.01,Eric Lewis,(578)931-7025x2490,"9709 Rachel Flat, Davenporthaven, NJ 63921",2024-10-01,2024-10-01,2024-10-31,2,7,7,8,7,7,6.333333333333333,Detractor,False,True,False,False,medium
"Duran, Bates and Jackson",Headquarters,California,Investment Services,1220.6,William Lee,+1-290-371-8667x09902,"807 Cynthia Course, Susanfurt, KS 02633",2024-02-11,2024-02-11,2024-03-17,6,8,10,7,8,9,8.0,Passive,False,False,True,True,short
Zhang-Smith,Regional Branch,Ohio,Investment Services,2189.11,Lee Brown,980.569.3777,"21112 Kelly Ramp, Lake Clintonberg, ME 84087",2024-11-30,2024-11-30,2024-12-14,8,6,9,8,8,6,7.5,Passive,False,False,True,True,medium
Green-Gray,Headquarters,Illinois,Loan Services,3707.03,Bradley Golden,001-982-777-6939x9718,"92713 Kiara Square Suite 352, Gonzalesberg, MP 60298",2024-08-10,2024-08-10,2024-09-09,10,5,7,8,9,6,7.5,Passive,True,True,False,True,short
Campbell Inc,Headquarters,New York,Investment Services,166.97,Mr. James Crawford,(642)706-5983,"0424 Randall Via, Tannerchester, WY 58891",2024-08-04,2024-08-04,2024-08-29,10,9,4,6,10,10,8.166666666666666,Passive,False,True,False,True,short
"Davis, Roberts and Scott",Online Division,California,Branch Services,3938.64,Robert Keller,(210)885-2046x14785,"58405 Page Ports, New Yvonne, NC 31886",2024-07-06,2024-07-06,2024-11-14,7,8,7,10,6,6,7.333333333333333,Passive,True,True,True,True,medium
Warren-Lara,Headquarters,Pennsylvania,Investment Services,4010.27,Theodore Harvey,768.871.9880,"46234 Carson Flat Suite 435, Clineview, FL 29784",2024-06-17,2024-06-17,2024-08-17,7,10,6,7,6,8,7.333333333333333,Passive,False,True,False,True,medium
"Jones, Stewart and Martin",Headquarters,New York,Loan Services,1521.45,Denise Bush,001-287-231-2074x59035,"PSC 9299, Box 8008, APO AE 49199",2024-07-10,2024-07-10,2024-08-30,7,5,9,9,4,10,7.333333333333333,Passive,False,True,False,True,long
Morrison Group,Headquarters,California,Loan Services,5497.42,William Watkins,+1-313-279-4878,"628 Jennifer Valley Suite 731, Debramouth, MP 56483",2024-10-21,2024-10-21,2024-10-30,8,6,10,5,8,8,7.5,Passive,True,True,True,True,medium
Lang-Martinez,Online Division,California,Online Banking,4345.15,John Wagner,579-398-7609,"9993 Bryan Lakes, Williamschester, ID 45420",2024-12-02,2024-12-02,2024-12-20,8,7,6,7,5,8,6.833333333333333,Detractor,False,False,True,True,long
Woods Inc,Regional Branch,Pennsylvania,Investment Services,2435.8,Nicole Frost,340-467-7723x31445,"Unit 8133 Box 3332, DPO AE 03746",2024-08-04,2024-08-04,2024-12-14,5,10,7,5,7,8,7.0,Passive,False,True,False,True,medium
Simmons LLC,Regional Branch,Texas,Investment Services,1253.53,Wesley Ashley,375.811.5998,"USNS Gomez, FPO AE 84784",2024-11-16,2024-11-16,2024-11-18,8,5,10,9,7,6,7.5,Passive,True,True,True,True,long
Thomas-Benson,Headquarters,Florida,Investment Services,2895.03,Aaron Vang,524-823-8183x761,"4565 Lynch Square Apt. 192, Michelleside, AR 11381",2024-10-31,2024-10-31,2024-11-16,9,7,7,8,6,7,7.333333333333333,Passive,True,True,True,True,medium
Campbell Inc,Headquarters,California,Account Opening,914.21,Vincent Mooney,001-735-898-2558x8804,"790 Shaffer Well, Johnmouth, NE 82472",2024-05-23,2024-05-23,2024-07-18,9,8,6,10,8,5,7.666666666666667,Passive,False,True,True,True,short
"Holden, Allen and Cruz",Online Division,New York,Online Banking,3856.74,Nicole Chapman,+1-836-426-6671x00698,"777 Avila Station, Carpenterfurt, AS 20227",2024-04-22,2024-04-22,2024-12-12,8,8,7,8,7,9,7.833333333333333,Passive,True,False,True,True,medium
Delacruz-Walker,Headquarters,California,Branch Services,1095.06,Heather Edwards,266-816-9895x670,"Unit 1490 Box 1155, DPO AP 68315",2024-06-28,2024-06-28,2024-07-10,7,10,6,6,7,5,6.833333333333333,Detractor,True,True,True,True,short
Williams-Thompson,Headquarters,Texas,Investment Services,791.72,Elizabeth Wilson,+1-597-498-7374x60242,"568 Paul Flat, Mariemouth, UT 97335",2024-10-03,2024-10-03,2024-11-04,7,8,7,7,8,10,7.833333333333333,Passive,False,True,True,True,short
Miller Inc,Online Division,New York,Branch Services,2809.55,Robert Gonzalez,3108617835,"672 Colin Field, North Monique, MH 72859",2024-08-29,2024-08-29,2024-12-19,6,7,9,10,6,8,7.666666666666667,Passive,True,True,False,True,medium
Winters-Jacobs,Headquarters,California,Loan Services,3338.36,Jerry Stewart,267-364-8475x4062,"6401 Luke Forest, Port Anitaland, HI 59669",2024-02-18,2024-02-18,2024-10-12,6,8,5,4,8,7,6.333333333333333,Detractor,False,True,True,True,long
Harper and Sons,Headquarters,Pennsylvania,Online Banking,3202.28,Michael Cannon,866-244-5157x437,"8410 Timothy Landing Apt. 076, Bennettfurt, GA 78460",2024-02-29,2024-02-29,2024-10-06,7,6,7,5,10,5,6.666666666666667,Detractor,False,True,True,True,medium
"Miller, Olsen and George",Regional Branch,California,Online Banking,2804.21,Larry Galvan,410.555.2647x241,"6284 Rivers Rapid, South Rickview, MA 61194",2024-06-04,2024-06-04,2024-08-14,5,9,7,6,9,8,7.333333333333333,Passive,True,True,False,True,medium
Chavez-Frank,Online Division,New York,Account Opening,3516.64,Austin Jones,795-940-1850,"Unit 0799 Box 7257, DPO AE 35398",2024-10-16,2024-10-16,2024-12-08,6,5,8,7,9,7,7.0,Passive,False,True,False,True,medium
Pena LLC,Regional Branch,Georgia,Loan Services,3205.08,Rodney Ward,731-892-6278x9472,"38923 Hill Canyon, West Joefurt, MS 77728",2024-09-24,2024-09-24,2024-10-19,4,10,7,9,6,8,7.333333333333333,Passive,False,True,False,True,short
Joseph Inc,Regional Branch,Pennsylvania,Loan Services,1697.16,Jennifer Hayes,797-444-3025,"1007 Rush Track Apt. 893, Saundersfurt, OR 16913",2024-12-25,2024-12-25,2024-12-26,8,7,8,9,5,6,7.166666666666667,Passive,True,False,False,True,short
"Johnston, Moreno and Allen",Online Division,California,Account Opening,3457.32,Christopher Williams,811.700.5510,"696 Patel Wall Suite 146, North Joshua, KY 69724",2024-05-14,2024-05-14,2024-10-25,10,7,9,7,10,4,7.833333333333333,Passive,True,True,True,True,long
"Stephens, Park and Buchanan",Headquarters,California,Investment Services,3094.62,Tasha Ramirez,001-437-336-9900x81610,"553 King Extension, East Holly, HI 68462",2024-06-29,2024-06-29,2024-08-05,4,2,8,8,7,7,6.0,Detractor,True,True,False,True,long
"Page, Blevins and Wright",Online Division,Georgia,Investment Services,6098.3,Cynthia Berry,+1-603-874-1115x68158,"8586 Hall Islands Apt. 506, New Daniel, NJ 15325",2024-01-24,2024-01-24,2024-09-25,7,9,6,8,7,7,7.333333333333333,Passive,False,True,False,True,medium
Nunez PLC,Regional Branch,Georgia,Branch Services,4818.9,Emily Martinez,215-500-9070x477,"499 Russell Place Apt. 349, Kimberlyshire, ME 16865",2024-07-27,2024-07-27,2024-11-18,10,8,3,7,10,7,7.5,Passive,False,True,False,True,short
"Evans, Stephenson and Scott",Regional Branch,Florida,Loan Services,4103.22,Megan Lowery,(605)631-1870x6404,"147 Wayne Stravenue, South Nicholasshire, LA 60707",2024-03-14,2024-03-14,2024-11-02,10,8,6,3,9,6,7.0,Passive,True,True,True,True,short
"Kemp, Thompson and Jimenez",Headquarters,Texas,Online Banking,3176.15,Karen Gordon,627-442-1403x4483,"386 Jones Ferry Apt. 561, South Angelaburgh, TN 19359",2024-01-23,2024-01-23,2024-12-22,5,7,8,8,5,10,7.166666666666667,Passive,False,True,True,True,medium
"Barrett, Wyatt and Turner",Online Division,Georgia,Online Banking,2403.11,Andrew Montoya,+1-602-468-0209,"399 Edwards Mill, Jennifertown, FM 70233",2024-02-13,2024-02-13,2024-08-20,4,7,8,8,10,7,7.333333333333333,Passive,True,True,False,True,short
Ramirez Inc,Regional Branch,New York,Account Opening,2880.38,Samuel Acevedo,(561)423-5753x9868,"5263 Sherri Crossroad, Danaside, CA 89866",2024-08-08,2024-08-08,2024-09-23,5,9,8,7,4,10,7.166666666666667,Passive,False,False,True,True,short
Guerra-Rogers,Regional Branch,Georgia,Online Banking,1772.32,Nicholas Evans,001-666-394-3346,"Unit 7305 Box 3396, DPO AE 99477",2024-04-29,2024-04-29,2024-10-30,6,8,5,5,3,9,6.0,Detractor,True,True,False,True,short
Miller Ltd,Regional Branch,Texas,Investment Services,2454.81,Christine Shepherd,409.237.5591x534,"701 Miller Mills Apt. 784, Port Tammy, AS 46645",2024-05-20,2024-05-20,2024-07-10,10,6,6,6,8,7,7.166666666666667,Passive,False,True,True,True,short
"Burns, Kline and Mills",Online Division,Georgia,Online Banking,3612.33,Ricardo Moody,2107435502,"386 Joshua Radial Suite 921, Bonillafort, NY 23718",2024-07-10,2024-07-10,2024-10-13,6,5,4,3,6,7,5.166666666666667,Detractor,True,True,False,True,medium
Garner-Thomas,Regional Branch,Pennsylvania,Investment Services,2368.56,Angel Butler,+1-807-554-6214,"1073 Heather Centers Suite 156, Geraldport, WA 04896",2024-06-01,2024-06-01,2024-12-15,10,10,7,4,6,6,7.166666666666667,Passive,False,True,True,True,short
Evans-Thompson,Online Division,New York,Investment Services,2342.87,Jenna Hamilton,2586141196,"5040 Payne Islands, Lucaston, MN 37752",2024-11-02,2024-11-02,2024-12-25,6,6,7,6,8,8,6.833333333333333,Detractor,False,True,False,False,short
Davis-Miller,Headquarters,Florida,Loan Services,2089.35,Pamela Smith,366-737-3096,"5296 Fernandez Road Suite 509, Russellside, MO 61620",2024-10-08,2024-10-08,2024-12-17,10,6,4,8,6,8,7.0,Passive,True,True,True,False,short
Oliver Ltd,Regional Branch,California,Investment Services,596.33,Tyler Cooper,(886)909-0870,"9664 Amanda Highway Apt. 504, Jordanside, ID 95943",2024-01-30,2024-01-30,2024-10-28,10,9,4,5,10,6,7.333333333333333,Passive,True,True,False,True,medium
"Mason, Harris and Herrera",Regional Branch,Ohio,Investment Services,2165.82,Amanda Gardner,(692)905-9519,"02907 Barbara Canyon Apt. 566, Freemanshire, NC 59319",2024-03-28,2024-03-28,2024-05-21,3,7,7,9,5,4,5.833333333333333,Detractor,True,True,True,False,short
Fuller-Martinez,Regional Branch,Pennsylvania,Branch Services,3450.96,Jack Brown,001-410-480-7161x88759,"24805 Nancy Parkways Suite 041, Kennethbury, ND 28028",2024-05-26,2024-05-26,2024-11-18,10,4,10,8,10,7,8.166666666666666,Passive,True,False,True,True,short
"Jordan, Steele and Barrett",Regional Branch,Pennsylvania,Loan Services,477.72,Barry Huff,571.528.4002,"8701 Jeffrey Plaza Apt. 795, New Timothy, MD 99031",2024-03-21,2024-03-21,2024-05-04,7,10,6,7,7,2,6.5,Detractor,False,True,False,True,medium
Rios Group,Headquarters,Florida,Investment Services,4671.35,Shawn Reed,823.608.8419,"73946 David Corner, Harristown, FM 26600",2024-10-08,2024-10-08,2024-12-16,6,9,7,10,8,7,7.833333333333333,Passive,False,True,False,True,medium
"Castro, Tanner and Brown",Headquarters,California,Branch Services,2106.48,Andrea Pacheco,(534)886-8815x925,"PSC 3200, Box 3387, APO AE 60124",2024-01-05,2024-01-05,2024-10-16,9,4,9,5,10,8,7.5,Passive,False,True,False,True,short
"Garcia, Zuniga and Bauer",Headquarters,Illinois,Branch Services,3644.12,Jeremy Sanders,(375)908-9208x4466,"1453 Jason Cliffs Suite 350, East Jennifer, MN 61559",2024-11-26,2024-11-26,2024-11-28,8,4,6,9,8,10,7.5,Passive,False,True,False,True,short
"Howell, Thomas and Miller",Online Division,Georgia,Branch Services,3403.27,Zachary Brown,828.947.8939,"4765 Wagner Glen, Alexanderchester, TX 31816",2024-05-22,2024-05-22,2024-09-04,6,6,8,3,10,8,6.833333333333333,Detractor,True,False,True,True,short
Yoder Ltd,Online Division,Georgia,Investment Services,4227.03,Samuel Cox,589-541-1589x40666,"55030 Stacie Hills Suite 608, Johnsonside, MD 60669",2024-10-02,2024-10-02,2024-12-09,4,10,10,5,9,8,7.666666666666667,Passive,False,False,True,True,short
Castillo LLC,Headquarters,Florida,Loan Services,1455.57,Laura Lane,001-574-669-9488x57993,"077 Hernandez Trace Apt. 969, Lake Debbie, CA 30650",2024-10-17,2024-10-17,2024-10-22,8,9,6,10,4,5,7.0,Passive,False,False,False,True,long
Sullivan-Mitchell,Headquarters,Florida,Online Banking,3136.6,James Rasmussen,+1-363-779-6574,"4972 Robertson Flat Apt. 273, New Melindachester, PW 28363",2024-12-22,2024-12-22,2024-12-27,8,6,9,9,9,7,8.0,Passive,False,False,True,True,medium
"Maldonado, Robinson and Hardy",Regional Branch,Florida,Account Opening,3602.58,Carlos Johnson,001-265-263-4463x3116,"982 Steven Circle, New Micheal, AZ 30727",2024-01-02,2024-01-02,2024-12-24,7,10,6,10,8,5,7.666666666666667,Passive,True,True,True,True,short
Avila and Sons,Regional Branch,Ohio,Online Banking,4368.08,Stephanie Nunez,(406)428-7984,"64441 Michael Square Apt. 218, Pachecoborough, RI 56939",2024-10-19,2024-10-19,2024-12-09,8,9,10,8,6,9,8.333333333333334,Passive,True,True,False,True,short
Summers-Stark,Regional Branch,Texas,Account Opening,3000.76,Julian Roberts,(851)244-9925,"3119 Graves Locks Apt. 306, Valdezshire, UT 38737",2024-07-08,2024-07-08,2024-10-26,9,3,8,6,10,9,7.5,Passive,False,True,True,True,short
Taylor LLC,Online Division,Illinois,Account Opening,3239.86,Shelly Castillo,001-920-870-2270x78745,"9116 William Rapid, Lake Kimberly, KY 29620",2024-09-17,2024-09-17,2024-10-08,8,6,10,10,8,10,8.666666666666666,Passive,False,False,True,True,long
Cannon-Shea,Headquarters,Florida,Account Opening,2430.85,Adrian Ramirez,2442599471,"949 John Station, Ashleyview, WI 91752",2024-08-07,2024-08-07,2024-09-25,6,8,8,7,9,8,7.666666666666667,Passive,True,True,False,True,short
Hernandez-Rodriguez,Online Division,California,Investment Services,2001.69,Lindsay English,001-294-954-8238x8804,"999 Nicole Square Apt. 558, Jeffreyhaven, OH 20183",2024-12-29,2024-12-29,2024-12-29,9,9,8,10,5,8,8.166666666666666,Passive,False,False,False,True,medium
Crawford-Mcneil,Regional Branch,Florida,Loan Services,1829.72,Catherine Werner,(294)987-5476,"04572 Vincent Rue, North Russell, NY 94348",2024-04-05,2024-04-05,2024-07-10,5,6,6,6,7,9,6.5,Detractor,True,True,False,True,short
Orozco-Rowe,Online Division,New York,Online Banking,2678.84,Brenda Combs,365-807-0753x023,"85251 Haley Ranch Apt. 425, Robertport, PA 03866",2024-07-28,2024-07-28,2024-08-03,4,10,6,7,8,8,7.166666666666667,Passive,False,True,True,True,short
Wells LLC,Online Division,Florida,Investment Services,4094.18,Cheryl Guerrero,581.318.0459,"5393 Stephanie Parks Apt. 310, South Zacharyton, WI 78625",2024-10-16,2024-10-16,2024-10-24,8,6,10,8,7,9,8.0,Passive,True,True,False,True,short
"Knight, Sanchez and Jordan",Online Division,New York,Account Opening,3249.45,Shelley Baird,001-643-895-1661x3892,"28449 Leslie Haven Suite 986, Andersonmouth, VA 70951",2024-08-10,2024-08-10,2024-10-14,8,10,7,7,8,10,8.333333333333334,Passive,True,True,False,True,long
Robinson LLC,Regional Branch,California,Branch Services,1493.47,Jennifer Hall,280.354.4565x576,"7481 Lisa Square Suite 535, South Courtney, MP 17563",2024-09-01,2024-09-01,2024-12-29,4,6,4,7,9,6,6.0,Detractor,True,False,False,True,long
Collins-Rios,Regional Branch,Illinois,Account Opening,1573.17,Angela Lewis,001-930-991-8547x98509,"227 Andrea Center Suite 480, Chapmanview, WV 06405",2024-04-15,2024-04-15,2024-08-05,8,9,4,9,9,9,8.0,Passive,True,True,True,False,medium
Kennedy LLC,Online Division,Ohio,Account Opening,4218.48,Noah Lopez,632-292-9042x72774,"Unit 3356 Box 2040, DPO AE 13522",2024-05-17,2024-05-17,2024-11-23,10,7,8,7,8,10,8.333333333333334,Passive,False,False,False,True,short
"Welch, Schultz and King",Regional Branch,Ohio,Account Opening,1654.99,Jonathan Thomas,622-621-8997,"2505 Cindy Trail, Robertchester, MP 89540",2024-10-08,2024-10-08,2024-11-19,6,10,10,7,9,8,8.333333333333334,Passive,True,True,True,True,medium
Campbell-Moore,Online Division,Pennsylvania,Online Banking,4500.27,Samantha Olson,(286)432-0866x5939,"15315 Jesse Squares, North Diane, ID 85132",2024-09-06,2024-09-06,2024-11-21,8,10,10,9,8,9,9.0,Promoter,True,True,True,True,medium
"Cummings, Fletcher and Potter",Headquarters,New York,Online Banking,2634.72,Andrea Smith,(755)721-5421x137,"44105 Daniel Burgs, Meyerbury, TX 09890",2024-02-28,2024-02-28,2024-06-13,10,8,7,6,10,9,8.333333333333334,Passive,True,True,False,True,short
"Contreras, Rubio and Davis",Headquarters,Texas,Branch Services,2502.65,Ashley Patterson,001-372-786-1666,"PSC 0138, Box 5899, APO AA 05116",2024-01-04,2024-01-04,2024-07-26,9,4,8,8,10,6,7.5,Passive,False,True,False,True,long
"Brown, Gallegos and Jones",Headquarters,Illinois,Loan Services,1721.65,Harold Marshall,(428)513-0609,"PSC 0341, Box 0480, APO AP 38636",2024-04-16,2024-04-16,2024-05-26,6,5,10,10,8,10,8.166666666666666,Passive,False,True,True,True,short
Scott-Hughes,Regional Branch,Ohio,Branch Services,3133.96,Victor David,284-810-2135,"770 Michelle Fork Suite 150, Sherihaven, MN 94383",2024-07-24,2024-07-24,2024-08-14,7,7,7,4,8,7,6.666666666666667,Detractor,True,True,True,False,medium
Aguilar-Maldonado,Online Division,Florida,Account Opening,3745.36,Jesus Morton,359.645.0983x30953,"56252 Michael Brooks, Millerstad, AS 66612",2024-04-01,2024-04-01,2024-08-05,8,7,6,8,9,5,7.166666666666667,Passive,False,True,True,True,medium
